,0.025,0.025
B4-e003Coalescence-mGAM-p5,0.0,0.912
D4-e003Coalescence-mGAM-p5,0.0,0.0
C3-e004Assembly-mBHI-p7,0.0,0.0
B5-e003Coalescence-mGAM-p5,0.0,0.0
B5-e003Coalescence-Inoculumn-mBHI,0.0,0.344
G3-e004Assembly-epsilon-p3,0.0,0.0
C2-e003Coalescence-mGAM-p3,0.0,1.0
B5-e003Coalescence-mGAM-p7,0.0,0.0
D8-e003Coalescence-mBHI-p5,0.0,0.0
F5-e004Assembly-epsilon-p5,0.0,0.0
E5-e004Assembly-mGAM-p7,0.0,0.0
C10-e003Assembly-mGAM-p3,0.0,1.0
B10-e003Coalescence-mBHI-p5,0.0,0.0
D5-e003Coalescence-Inoculumn-mGAM,0.0,0.0
F2-e004Assembly-epsilon-p3,0.0,0.0
B3-e004Assembly-mBHI-p5,0.0,0.0
B5-e003Coalescence-mBHI-p3,0.0,0.0
G4-e004Assembly-epsilon-p5,0.0,0.0
C4-e003Coalescence-mGAM-p5,0.0,1.0
C5-e003Coalescence-mGAM-p7,0.0,0.0
C5-e003Coalescence-mBHI-inoculumn-redo,0.0,0.542
A2-e003Coalescence-mBHI-p7,1.0,0.0
A10-e003Coalescence-mBHI-p5,0.281,0.333
A4-e003Coalescence-mGAM-p5,0.0,0.0
D5-e003Coalescence-mBHI-p5,0.0,0.979
D3-e003Assembly-mBHI-p3,0.0,0.0
D4-e003Coalescence-mGAM-p7,0.0,0.0
A8-e003Coalescence-mBHI-p7,1.0,0.0
E3-e004Assembly-mGAM-p7,0.0,0.0
B9-e003GlycerolRevival-mGAM-p2,0.0,0.0
C4-e003Coalescence-mGAM-p3,0.0,0.914
B2-e003Coalescence-Inoculumn-mGAM,0.167,0.0
D5-e003Coalescence-mGAM-p7,0.0,0.0
C5-e003Coalescence-mBHI-p5,0.0,0.0
C5-e003Coalescence-mGAM-p3,0.0,0.0
A3-e003Coalescence-mBHI-inoculumn-redo,0.0,0.4
D9-e003Assembly-mGAM-p5,0.0,0.0
B12-e003Coalescence-mGAM-p3,0.0,0.0
A11-e003Coalescence-mBHI-p7,0.0,0.0
A3-e003Coalescence-Inoculumn-mGAM,0.0,0.0
D10-e003Assembly-mGAM-p3,0.0,1.0
C3-e003Coalescence-mGAM-p5,0.0,1.0
B4-e004Assembly-mBHI-p5,0.0,0.0
C10-e003GlycerolRevival-mGAM-p2,0.0,0.769
D3-e003Assembly-mBHI-p5,0.0,0.0
A10-e003Coalescence-mGAM-p3,0.0,0.819
A9-e003Coalescence-mBHI-p3,0.0,0.0
A2-e003Coalescence-Inoculumn-mBHI,1.0,0.0
D3-e003Coalescence-mBHI-p7,0.0,0.0
C3-e003Coalescence-mBHI-p5,0.0,1.0
D11-e003Assembly-mGAM-p3,0.0,0.0
D2-e003Assembly-mBHI-p3,0.73,0.0
B3-e003Assembly-mBHI-p5,0.0,1.0
A9-e003Coalescence-mBHI-p5,0.0,0.0
D5-e003Coalescence-Inoculumn-mBHI,0.0,0.0
B2-e003Coalescence-mGAM-p3,0.0,0.917
B4-e003Assembly-mBHI-p3,0.0,0.741
C11-e003Coalescence-mGAM-p5,0.0,0.648
B3-e003Coalescence-Inoculumn-mBHI,0.0,1.0
A8-e003Coalescence-mBHI-p5,1.0,0.0
D5-e004Assembly-mGAM-p7,0.0,0.0
C2-e003Assembly-mBHI-p5,0.385,0.0
D9-e003Coalescence-mBHI-p3,0.0,0.0
D5-e003Assembly-mBHI-p5,0.0,0.0
A5-e003Coalescence-mBHI-p7,0.0,0.0
G2-e004Assembly-epsilon-p3,0.0,0.0
D2-e003Coalescence-mGAM-p5,0.0,0.0
B9-e003Assembly-mGAM-p5,0.0,0.0
D3-e003Coalescence-mGAM-p3,0.0,0.107
D9-e003Coalescence-mGAM-p3,0.0,0.0
E2-e004Assembly-mGAM-p7,0.0,0.0
D3-e003Coalescence-mGAM-p5,0.0,0.182
C10-e003Coalescence-mGAM-p3,0.0,1.0
A5-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
B11-e003Assembly-mGAM-p3,0.0,0.0
D2-e003Assembly-mBHI-p5,0.35,0.0
B9-e003Coalescence-mGAM-p7,0.0,0.0
B11-e003Coalescence-mGAM-p7,0.0,0.0
C3-e003Coalescence-Inoculumn-mGAM,0.0,0.205
B5-e003Coalescence-mBHI-p7,0.0,0.0
A3-e003Coalescence-mGAM-p7,0.0,0.942
D4-e003Coalescence-Inoculumn-mBHI,0.0,0.587
A4-e003Coalescence-mBHI-p5,0.0,1.0
B3-e003Coalescence-mBHI-p7,0.0,1.0
C2-e004Assembly-mBHI-p7,0.0,0.0
D10-e003Coalescence-mGAM-p7,0.0,0.987
C12-e003Coalescence-mGAM-p3,0.0,0.636
C11-e003Coalescence-mGAM-p3,0.0,0.729
D5-e004Assembly-mGAM-p3,0.0,0.0
A10-e003Coalescence-mBHI-p7,0.439,0.221
C10-e003Coalescence-mBHI-p7,0.0,1.0
B9-e003Coalescence-mBHI-p5,0.0,0.0
B10-e003Coalescence-mBHI-p3,0.0,0.0
C11-e003Coalescence-mBHI-p5,0.0,0.023
A2-e003Coalescence-mGAM-p7,1.0,0.0
C5-e003Assembly-mBHI-p3,0.0,0.0
F5-e004Assembly-epsilon-p3,0.0,0.0
E3-e004Assembly-mGAM-p5,0.0,0.0
E2-e004Assembly-mGAM-p5,0.0,0.0
C3-e003GlycerolRevival-mBHI-p2,0.0,0.0
D10-e003Coalescence-mGAM-p3,0.0,0.882
B10-e003Coalescence-mGAM-p7,0.0,0.0
C4-e004Assembly-mBHI-p3,0.0,0.0
A9-e003Coalescence-mBHI-p7,0.0,0.0
C2-e003Coalescence-Inoculumn-mGAM,0.0,0.278
B3-e003Coalescence-Inoculumn-mGAM,0.0,0.0
D11-e003Coalescence-mGAM-p7,0.0,0.0
D5-e003Coalescence-mGAM-p3,0.0,0.0
E5-e004Assembly-mGAM-p3,0.0,0.0
D2-e003Coalescence-Inoculumn-mBHI,0.0,0.0
B4-e003Coalescence-Inoculumn-mGAM,0.0,0.247
F2-e004Assembly-epsilon-p7,0.0,0.0
A10-e003Coalescence-mGAM-p7,0.0,0.743
B2-e003Assembly-mBHI-p3,0.909,0.0
D9-e003Coalescence-mBHI-p5,0.0,0.0
C4-e003Coalescence-Inoculumn-mGAM,0.0,1.0
D4-e003Coalescence-mGAM-p3,0.0,0.0
B9-e003Coalescence-mBHI-p7,0.0,0.0
A2-e003Coalescence-mGAM-p5,1.0,0.0
D11-e003Assembly-mGAM-p5,0.0,0.0
C3-e003Coalescence-mGAM-p7,0.0,1.0
B11-e003GlycerolRevival-mGAM-p2,0.0,0.0
C5-e004Assembly-mBHI-p7,0.0,0.0
B3-e003Coalescence-mGAM-p5,0.0,1.0
D9-e003Coalescence-mBHI-p7,0.0,0.0
G5-e004Assembly-epsilon-p5,0.0,0.0
B10-e003Assembly-mGAM-p3,0.0,1.0
D3-e004Assembly-mGAM-p5,0.0,0.0
C5-e003Coalescence-mBHI-p7,0.0,0.0
D12-e003Coalescence-mBHI-p3,0.0,0.0
D4-e004Assembly-mGAM-p7,0.0,0.0
C11-e003Coalescence-mGAM-p7,0.0,0.698
C11-e003Assembly-mGAM-p3,0.0,0.0
D10-e003Coalescence-mBHI-p7,0.0,0.0
C9-e003Coalescence-mBHI-p7,0.0,0.0
A2-e003Coalescence-mBHI-p3,0.895,0.0
B8-e003Coalescence-mGAM-p5,0.0,0.0
C3-e004Assembly-mBHI-p3,0.0,0.0
C11-e003Assembly-mGAM-p5,0.0,0.0
B10-e003GlycerolRevival-mGAM-p2,0.0,1.0
B3-e003Coalescence-mBHI-p5,0.0,0.971
C2-e003Coalescence-mBHI-inoculumn-redo,0.043,0.671
A8-e003Coalescence-mGAM-p7,1.0,0.0
C11-e003GlycerolRevival-mGAM-p2,0.0,0.0
B2-e003Coalescence-Inoculumn-mBHI,0.0,0.5
A11-e003Coalescence-mBHI-p5,0.0,0.0
C10-e003Coalescence-mGAM-p5,0.0,0.991
C4-e003Assembly-mBHI-p5,0.0,0.891
C9-e003Assembly-mGAM-p5,0.0,0.0
A5-e003Coalescence-Inoculumn-mGAM,0.158,0.0
A3-e003Coalescence-mBHI-p3,0.286,0.2
AG-Fecal,0.0,0.0
D4-e003Coalescence-Inoculumn-mGAM,0.0,0.0
A2-e003Coalescence-mBHI-p5,1.0,0.0
B5-e004Assembly-mBHI-p5,0.0,0.0
G2-e004Assembly-epsilon-p5,0.0,0.0
C5-e003Assembly-mBHI-p5,0.0,0.0
C10-e003Coalescence-mBHI-p5,0.0,0.969
B9-e003Coalescence-mBHI-p3,0.0,0.0
C3-e003Coalescence-mBHI-inoculumn-redo,0.0,0.907
B5-e003Coalescence-mGAM-p3,0.0,0.0
C3-e003Assembly-mBHI-p5,0.0,0.0
F2-e004Assembly-epsilon-p5,0.0,0.0
A5-e003Coalescence-mBHI-p3,0.0,0.0
C4-e004Assembly-mBHI-p7,0.0,0.0
A4-e003Coalescence-mBHI-p3,0.0,0.933
C9-e003GlycerolRevival-mGAM-p2,0.0,0.0
B2-e004Assembly-mBHI-p7,0.0,0.0
B4-e004Assembly-mBHI-p3,0.0,0.0
F3-e004Assembly-epsilon-p5,0.0,0.0
C9-e003Coalescence-mGAM-p5,0.0,0.481
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,0.0
C2-e003Coalescence-mGAM-p5,0.0,1.0
B8-e003GlycerolRevival-mGAM-p2,1.0,0.0
C8-e003Coalescence-mBHI-p5,0.131,0.684
B8-e003Coalescence-mGAM-p7,0.0,0.0
B4-e003Coalescence-Inoculumn-mBHI,0.0,0.912
D2-e003Coalescence-Inoculumn-mGAM,0.152,0.0
B8-e003Coalescence-mBHI-p7,0.0,0.0
B3-e004Assembly-mBHI-p3,0.0,0.0
D3-e003Coalescence-Inoculumn-mGAM,0.0,0.0
B11-e003Coalescence-mBHI-p3,0.0,0.0
C5-e003Coalescence-Inoculumn-mGAM,0.0,0.29
C4-e003Coalescence-mBHI-p5,0.0,0.725
B2-e004Assembly-mBHI-p3,0.0,0.0
G3-e004Assembly-epsilon-p5,0.0,0.0
A11-e003Coalescence-mBHI-p3,0.0,0.0
B2-e004Assembly-mBHI-p5,0.0,0.0
B4-e004Assembly-mBHI-p7,0.0,0.0
B2-e003Coalescence-mBHI-p7,0.0,0.5
A4-e003Coalescence-Inoculumn-mGAM,0.208,0.388
B4-e003Coalescence-mBHI-p3,0.0,0.963
A5-e003Coalescence-Inoculumn-mBHI,0.0,0.0
A9-e003Coalescence-mGAM-p5,0.0,0.0
C10-e003Coalescence-mGAM-p7,0.0,1.0
F3-e004Assembly-epsilon-p7,0.0,0.0
A11-e003Coalescence-mGAM-p3,0.0,0.0
C10-e003Coalescence-mBHI-p3,0.0,1.0
D2-e003Coalescence-mBHI-p3,0.0,0.0
C5-e003GlycerolRevival-mBHI-p2,0.0,0.0
H5-e003Coalescence-mBHI-p5_S40,0.0,0.0
E2-e003Coalescence-mGAM-p7_S145,1.0,0.0
G5-e003Coalescence-mBHI-p7_S124,0.0,0.0
H111-e003Coalescence-mGAM-p7_S188,0.0,0.0
H4-e003Coalescence-mGAM-p7_S183,0.0,0.0
F5-e003Coalescence-mGAM-p5_S64,0.0,0.0
F5-e003Coalescence-mGAM-p7_S160,0.0,0.0
F8-e003Coalescence-mBHI-p3_S117,0.0,0.0
H3-e003Coalescence-mBHI-p3_S46,0.0,0.0
H2-e003Coalescence-mBHI-p7_S133,0.0,0.0
E5-e003Coalescence-mBHI-p3_S12,0.0,0.0
F100-e003Coalescence-mGAM-p7_S163,0.0,0.462
F9-e003Coalescence-mBHI-p5_S18,0.0,0.0
H3-e003Coalescence-mBHI-p7_S134,0.0,0.0
E3-e003Coalescence-mGAM-p3_S58,0.0,0.895
G4-e003Coalescence-mBHI-p5_S27,0.0,0.807
E8-e003Coalescence-mBHI-p5_S5,1.0,0.0
G2-e003Coalescence-mBHI-p3_S33,0.0,0.927
E9-e003Coalescence-mBHI-p5_S6,0.0,0.0
H111-e003Coalescence-mBHI-p3_S144,0.0,0.0
G111-e003Coalescence-mGAM-p5_S80,0.0,0.55925
G100-e003Coalescence-mGAM-p3_S179,0.0,1.0
F111-e003Coalescence-mGAM-p5_S68,0.0,0.0
G111-e003Coalescence-mBHI-p5_S32,0.0,0.0
G5-e003Coalescence-mBHI-p3_S36,0.0,0.0
H2-e003Coalescence-mGAM-p7_S181,0.0,0.0
H9-e003Coalescence-mGAM-p3_S190,0.0,0.0
E3-e003Coalescence-mBHI-p3_S10,0.17400000000000004,0.261
H2-e003Coalescence-mGAM-p5_S85,0.0,0.0
G8-e003Coalescence-mGAM-p3_S177,0.0,0.8047
F2-e003Coalescence-mGAM-p7_S157,0.0,0.94
H3-e003Coalescence-mGAM-p3_S94,0.0,0.0
H4-e003Coalescence-mGAM-p3_S95,0.0,0.0
E5-e003Coalescence-mBHI-p7_S100,0.0,0.0
G111-e003Coalescence-mBHI-p3_S132,0.0,0.0
F3-e003Coalescence-mGAM-p3_S70,0.0,1.0
E100-e003Coalescence-mBHI-p7_S103,0.153,0.473
F9-e003Coalescence-mGAM-p5_S66,0.0,0.0
G111-e003Coalescence-mGAM-p7_S176,0.0,0.5
H100-e003Coalescence-mGAM-p7_S187,0.0,0.20995000000000003
E100-e003Coalescence-mGAM-p3_S155,0.0,0.779
E3-e003Coalescence-mGAM-p5_S50,0.0,0.957
F5-e003Coalescence-mGAM-p3_S72,0.0,0.2
E9-e003Coalescence-mBHI-p7_S102,0.0,0.0
E5-e003Coalescence-mBHI-p5_S4,0.0,0.0
F111-e003Coalescence-mGAM-p7_S164,0.0,0.0
E111-e003Coalescence-mBHI-p5_S8,0.0,0.0
H100-e003Coalescence-mBHI-p5_S43,0.0,0.0
F2-e003Coalescence-mGAM-p5_S61,0.0,0.977
F5-e003Coalescence-mBHI-p5_S16,0.0,0.0
F8-e003Coalescence-mGAM-p5_S65,0.0,0.0
H8-e003Coalescence-mBHI-p7_S137,0.0,0.0
G9-e003Coalescence-mGAM-p5_S78,0.0,0.677
E2-e003Coalescence-mBHI-p5_S1,0.875,0.0
E2-e003Coalescence-mBHI-p3_S9,1.0,0.0
G8-e003Coalescence-mGAM-p5_S77,0.044,0.673
G3-e003Coalescence-mBHI-p3_S34,0.0,1.0
G100-e003Coalescence-mBHI-p5_S31,0.0,1.0
F9-e003Coalescence-mBHI-p3_S118,0.0,0.0
E111-e003Coalescence-mBHI-p3_S108,0.0,0.0
G3-e003Coalescence-mBHI-p5_S26,0.0,0.985
G5-e003Coalescence-mBHI-p5_S28,0.0,0.0
H111-e003Coalescence-mGAM-p5_S92,0.0,0.0
G4-e003Coalescence-mBHI-p3_S35,0.0,0.8140000000000001
H9-e003Coalescence-mGAM-p5_S90,0.0,0.0
H2-e003Coalescence-mBHI-p3_S45,0.0,0.0
E8-e003Coalescence-mBHI-p7_S101,0.847,0.0
E4-e003Coalescence-mBHI-p5_S3,0.0,0.953
H2-e003Coalescence-mGAM-p3_S93,0.0,0.0
E4-e003Coalescence-mGAM-p5_S51,0.0,1.0
G9-e003Coalescence-mGAM-p7_S174,0.0,0.806
F2-e003Coalescence-mBHI-p3_S21,0.273,0.0
E8-e003Coalescence-mGAM-p3_S153,0.0,0.991
G111-e003Coalescence-mGAM-p3_S180,0.0,0.548
G5-e003Coalescence-mGAM-p3_S84,0.0,0.0
H8-e003Coalescence-mBHI-p5_S41,0.0,0.0
E100-e003Coalescence-mBHI-p5_S7,0.274,0.351
G100-e003Coalescence-mGAM-p7_S175,0.0,1.0
F9-e003Coalescence-mGAM-p7_S162,0.0,0.0
E2-e003Coalescence-mBHI-p7_S97,1.0,0.0
F8-e003Coalescence-mGAM-p7_S161,0.0,0.0
F3-e003Coalescence-mBHI-p3_S22,0.0,1.0
G3-e003Coalescence-mBHI-p7_S122,0.0,1.0
G5-e003Coalescence-mGAM-p5_S76,0.0,0.0
G5-e003Coalescence-mGAM-p7_S172,0.0,0.0
G4-e003Coalescence-mGAM-p5_S75,0.0,0.731
G8-e003Coalescence-mBHI-p3_S129,0.132,0.581
E5-e003Coalescence-mGAM-p3_S60,0.0,0.0
G2-e003Coalescence-mGAM-p5_S73,0.0,1.0
E5-e003Coalescence-mGAM-p7_S148,0.0,0.0
H9-e003Coalescence-mGAM-p7_S186,0.0,0.0
E100-e003Coalescence-mGAM-p5_S55,0.0,0.6599999999999999
E8-e003Coalescence-mGAM-p5_S53,1.0,0.0
H5-e003Coalescence-mGAM-p3_S96,0.0,0.0
G4-e003Coalescence-mGAM-p3_S83,0.0,0.7070000000000001
F4-e003Coalescence-mBHI-p7_S111,0.0,1.0
H3-e003Coalescence-mGAM-p7_S182,0.0,0.12269999999999999
H5-e003Coalescence-mGAM-p5_S88,0.0,0.0
F4-e003Coalescence-mGAM-p5_S63,0.0,1.0
G4-e003Coalescence-mGAM-p7_S171,0.0,0.767625
H8-e003Coalescence-mGAM-p5_S89,0.0,0.0
F3-e003Coalescence-mBHI-p5_S14,0.0,1.0
F100-e003Coalescence-mBHI-p7_S115,0.0,0.0
E3-e003Coalescence-mGAM-p7_S146,0.0,0.967
F100-e003Coalescence-mGAM-p3_S167,0.0,0.6971499999999999
G100-e003Coalescence-mBHI-p3_S131,0.988,0.0
G4-e003Coalescence-mBHI-p7_S123,0.0,0.757
E9-e003Coalescence-mGAM-p3_S154,0.0,0.0
F3-e003Coalescence-mGAM-p5_S62,0.0,1.0
H4-e003Coalescence-mBHI-p7_S135,0.0,0.0
E3-e003Coalescence-mBHI-p5_S2,0.1705,0.368
G111-e003Coalescence-mBHI-p7_S128,0.0,0.0
H3-e003Coalescence-mBHI-p5_S38,0.0,0.0
G3-e003Coalescence-mGAM-p3_S82,0.0,1.0
F111-e003Coalescence-mGAM-p3_S168,0.0,0.0
F3-e003Coalescence-mGAM-p7_S158,0.0,1.0
F8-e003Coalescence-mBHI-p7_S113,0.0,0.0
G2-e003Coalescence-mBHI-p7_S121,0.0,1.0
H4-e003Coalescence-mBHI-p3_S47,0.0,0.062
F3-e003Coalescence-mBHI-p7_S110,0.0,1.0
F100-e003Coalescence-mGAM-p5_S67,0.0,0.273
G8-e003Coalescence-mBHI-p7_S125,0.156,0.508
F4-e003Coalescence-mBHI-p5_S15,0.0,1.0
H111-e003Coalescence-mBHI-p5_S44,0.0,0.0
E111-e003Coalescence-mBHI-p7_S104,0.0,0.0
E2-e003Coalescence-mGAM-p3_S57,1.0,0.0
F2-e003Coalescence-mBHI-p5_S13,0.129,0.524
F4-e003Coalescence-mBHI-p3_S23,0.0,1.0
F2-e003Coalescence-mGAM-p3_S69,0.0,0.947
E9-e003Coalescence-mGAM-p5_S54,0.0,0.0
G3-e003Coalescence-mGAM-p5_S74,0.0,1.0
E111-e003Coalescence-mGAM-p5_S56,0.0,0.0
G100-e003Coalescence-mGAM-p5_S79,0.0,0.985
H100-e003Coalescence-mGAM-p5_S91,0.0,0.0
G9-e003Coalescence-mBHI-p3_S130,0.0,0.0
E4-e003Coalescence-mGAM-p7_S147,0.0,1.0
E4-e003Coalescence-mGAM-p3_S59,0.0,1.0
H4-e003Coalescence-mBHI-p5_S39,0.0,0.0
F4-e003Coalescence-mGAM-p3_S71,0.0,1.0
H100-e003Coalescence-mBHI-p7_S139,0.0,0.0
G8-e003Coalescence-mBHI-p5_S29,0.138,0.57
G2-e003Coalescence-mBHI-p5_S25,0.0,0.951
G8-e003Coalescence-mGAM-p7_S173,0.018,0.859
E4-e003Coalescence-mBHI-p3_S11,0.0,0.943
E2-e003Coalescence-mGAM-p5_S49,1.0,0.0
H9-e003Coalescence-mBHI-p5_S42,0.0,0.0
H111-e003Coalescence-mGAM-p3_S192,0.0,0.0
F5-e003Coalescence-mBHI-p3_S24,0.0,0.0
E8-e003Coalescence-mBHI-p3_S105,0.986,0.0
E8-e003Coalescence-mGAM-p7_S149,0.97,0.0
H5-e003Coalescence-mBHI-p7_S136,0.0,0.0
G9-e003Coalescence-mBHI-p5_S30,0.0,0.0
F111-e003Coalescence-mBHI-p7_S116,0.0,0.0
F5-e003Coalescence-mBHI-p7_S112,0.0,0.0
F4-e003Coalescence-mGAM-p7_S159,0.0,0.977
F111-e003Coalescence-mBHI-p3_S120,0.0,0.0
H3-e003Coalescence-mGAM-p5_S86,0.0,0.12
E4-e003Coalescence-mBHI-p7_S99,0.0,1.0
H4-e003Coalescence-mGAM-p5_S87,0.0,0.0
E100-e003Coalescence-mGAM-p7_S151,0.0,0.778
G9-e003Coalescence-mGAM-p3_S178,0.0,0.831
H9-e003Coalescence-mBHI-p7_S138,0.0,0.0
H8-e003Coalescence-mGAM-p7_S185,0.021,0.0
G2-e003Coalescence-mGAM-p3_S81,0.0,0.964
F111-e003Coalescence-mBHI-p5_S20,0.0,0.0
F8-e003Coalescence-mBHI-p5_S17,0.0,0.0
G100-e003Coalescence-mBHI-p7_S127,0.0,1.0
E5-e003Coalescence-mGAM-p5_S52,0.0,0.0
